filing_date,transaction_date,form,issuer,ticker,issuer_cik,table,security,code,code_label,acquired_disposed,shares,price_per_share,value_usd,shares_owned_after,direct_indirect,deriv_exercise_price,deriv_underlying_shares,rule_10b5_1,accession,url
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,11705,979.38,11463642.9,3110013,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,22373,980.71,21941424.83,3087640,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,20108,981.76,19741230.08,3067532,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,34838,982.543,34229833.03,3032694,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,37527,983.57,36910431.39,2995167,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15808,984.513,15563181.5,2979359,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8000,985.762,7886096.0,2971359,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8379,986.50,8265883.5,2962980,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1712,987.634,1690829.41,2961268,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,4522,988.823,4471457.61,2956746,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,22289,989.611,22057439.58,2934457,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6926,990.643,6861193.42,2927531,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8060,991.647,7992674.82,2919471,D,,,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-22,2021-12-22,4,"Tesla, Inc.",TSLA,0001318605,deriv,Non-Qualifed Stock Option (right to buy),M,exercise/conversion of derivative,D,2105171,0.00,0.0,4191631,D,6.24,2105171,Y,0000899243-21-049477,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049477/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,500,1109.31,554655.0,630241,D,,,Y,0000899243-21-049993,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049993/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2008,1110.95,2230787.6,628233,D,,,Y,0000899243-21-049993,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049993/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2600,1112.135,2891551.0,625633,D,,,Y,0000899243-21-049993,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049993/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3947,1115.081,4401224.71,621686,D,,,Y,0000899243-21-049993,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049993/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,900,1116.15,1004535.0,620786,D,,,Y,0000899243-21-049993,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049993/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,700,1117.92,782544.0,620086,D,,,Y,0000899243-21-049993,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049993/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,M,exercise/conversion of derivative,A,1554176,6.24,9698058.24,1554176,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2400,1079.593,2591023.2,1551776,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7000,1080.779,7565453.0,1544776,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9211,1081.857,9964984.83,1535565,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,21083,1083.043,22833795.57,1514482,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,49363,1083.963,53507665.57,1465119,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,52594,1084.94,57061334.36,1412525,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,48622,1085.947,52800915.03,1363903,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,66402,1086.963,72176517.13,1297501,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,74448,1087.981,80998009.49,1223053,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,57541,1088.901,62656452.44,1165512,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,68989,1089.957,75195043.47,1096523,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,52050,1091.01,56787070.5,1044473,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,64640,1092.058,70590629.12,979833,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,50243,1093.018,54916503.37,929590,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,58021,1093.951,63472130.97,871569,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,35064,1094.999,38395044.94,836505,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,26698,1095.997,29260927.91,809807,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,22324,1096.966,24488668.98,787483,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,37734,1098.038,41433365.89,749749,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,19992,1098.908,21969368.74,729757,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,27899,1099.909,30686361.19,701858,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,17100,1101.079,18828450.9,684758,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7451,1101.927,8210458.08,677307,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8361,1103.087,9222910.41,668946,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6400,1104.235,7067104.0,662546,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3475,1105.309,3840948.77,659071,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6300,1106.651,6971901.3,652771,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6039,1107.516,6688289.12,646732,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15991,1108.59,17727462.69,630741,D,,,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2021-12-28,2021-12-28,4,"Tesla, Inc.",TSLA,0001318605,deriv,Non-Qualifed Stock Option (right to buy),M,exercise/conversion of derivative,D,1554176,0.00,0.0,2637455,D,6.24,1554176,Y,0000899243-21-049992,https://www.sec.gov/Archives/edgar/data/1494730/000089924321049992/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1140,973.54,1109835.6,169142639,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15889,976.45,15514814.05,169126750,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6467,977.54,6321751.18,169120283,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1817,978.08,1777171.36,169118466,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,681,979.67,667155.27,169117785,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,25472,982.08,25015541.76,169092313,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7182,983.07,7060408.74,169085131,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15650,984.53,15407894.5,169069481,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,29962,985.57,29529648.34,169039519,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,16304,986.43,16082754.72,169023215,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,11051,987.54,10913304.54,169012164,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,5416,988.61,5354311.76,169006748,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3631,989.56,3593092.36,169003117,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,11024,991.37,10928862.88,168992093,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2800,992.67,2779476.0,168989293,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9700,993.70,9638890.0,168979593,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,29616,995.35,29478285.6,168949977,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10237,996.36,10199737.32,168939740,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10789,998.14,10768932.46,168928951,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,700,999.13,699391.0,168928251,I,,,,0000899243-22-015949,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015949/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,14442,934.79,13500237.18,169445498,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2090,936.20,1956658.0,169443408,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3800,938.46,3566148.0,169439608,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1800,939.17,1690506.0,169437808,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,25949,940.86,24414376.14,169411859,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,12613,941.87,11879806.31,169399246,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7534,942.79,7102979.86,169391712,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8388,943.89,7917349.32,169383324,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,5573,944.90,5265927.7,169377751,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,21274,946.00,20125204.0,169356477,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
2022-04-28,2022-04-26,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8476,946.97,8026517.72,169348001,I,,,,0000899243-22-015942,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015942/doc4.xml
